date,site,block,plot,treatment,quad,count,id,comment_code,year,season,type,keyfield,datasetid,POINT_X,POINT_Y,table_id,layer_id
10/30/1995,G,1,1,B,22,4,SMXVQF95.NS1,0,1995,F,RF,G1122,DSL2006018,-106.8624759,32.59480923,100-086-5.1,210-086-2.1
10/30/1995,G,1,1,B,23,7,SMXVQF95.NS1,0,1995,F,RF,G1123,DSL2006018,-106.8625248,32.59483812,100-086-5.1,210-086-2.1
10/30/1995,G,1,1,B,24,4,SMXVQF95.NS1,0,1995,F,RF,G1124,DSL2006018,-106.8625896,32.59486428,100-086-5.1,210-086-2.1
10/30/1995,G,1,1,B,25,5,SMXVQF95.NS1,0,1995,F,RF,G1125,DSL2006018,-106.8626189,32.59481665,100-086-5.1,210-086-2.1
10/30/1995,G,1,1,B,26,1,SMXVQF95.NS1,0,1995,F,RF,G1126,DSL2006018,-106.8625595,32.59479114,100-086-5.1,210-086-2.1
10/30/1995,G,1,1,B,27,6,SXMVQF95.NS1,0,1995,F,RF,G1127,DSL2006018,-106.8625039,32.59476323,100-086-5.1,210-086-2.1
10/30/1995,G,1,1,B,28,11,SMXVQF95.NS1,0,1995,F,RF,G1128,DSL2006018,-106.8624504,32.59473514,100-086-5.1,210-086-2.1
10/30/1995,G,1,1,B,29,5,SMXVQF95.DL1,0,1995,F,RF,G1129,DSL2006018,-106.8623975,32.59471312,100-086-5.1,210-086-2.1
10/30/1995,G,1,1,B,30,13,SMXVQF95.DL1,0,1995,F,RF,G1130,DSL2006018,-106.8623429,32.59468364,100-086-5.1,210-086-2.1
10/30/1995,G,1,1,B,31,3,SMXVQF95.DL1,0,1995,F,RF,G1131,DSL2006018,-106.8623746,32.59464107,100-086-5.1,210-086-2.1
10/30/1995,G,1,1,B,32,6,SMXVQF95.DL1,0,1995,F,RF,G1132,DSL2006018,-106.8624302,32.59466787,100-086-5.1,210-086-2.1
10/30/1995,G,1,1,B,33,9,SMXVQF95.DL1,0,1995,F,RF,G1133,DSL2006018,-106.8624845,32.59469425,100-086-5.1,210-086-2.1
10/30/1995,G,1,1,B,34,5,SMXVQF95.DL1,0,1995,F,RF,G1134,DSL2006018,-106.8625353,32.59471579,100-086-5.1,210-086-2.1
10/30/1995,G,1,1,B,35,4,SMXVQF95.DL1,0,1995,F,RF,G1135,DSL2006018,-106.8625899,32.5947443,100-086-5.1,210-086-2.1
10/30/1995,G,1,1,B,36,7,SMXVQF95.DL1,0,1995,F,RF,G1136,DSL2006018,-106.8626504,32.59477182,100-086-5.1,210-086-2.1
10/30/1995,G,1,2,C,1,11,SMXVQF95.CS1,0,1995,F,RF,G121,DSL2006018,-106.8619671,32.59473727,100-086-5.1,210-086-2.1
10/30/1995,G,1,2,C,2,1,SMXVQF95.CS1,0,1995,F,RF,G122,DSL2006018,-106.8619141,32.59471386,100-086-5.1,210-086-2.1
10/30/1995,G,1,2,C,3,7,SMXVQF95.CS1,0,1995,F,RF,G123,DSL2006018,-106.8618621,32.59468246,100-086-5.1,210-086-2.1
10/30/1995,G,1,2,C,4,15,SMXVQF95.CS1,0,1995,F,RF,G124,DSL2006018,-106.8618068,32.59465507,100-086-5.1,210-086-2.1
10/30/1995,G,1,2,C,12,7,SMXVQF95.CS1,0,1995,F,RF,G1212,DSL2006018,-106.8619971,32.59469087,100-086-5.1,210-086-2.1
10/30/1995,G,1,2,C,13,9,SMXVQF95.CS1,0,1995,F,RF,G1213,DSL2006018,-106.862027,32.59464626,100-086-5.1,210-086-2.1
10/30/1995,G,1,2,C,15,3,SMXVQF95.CS1,0,1995,F,RF,G1215,DSL2006018,-106.8619162,32.59459182,100-086-5.1,210-086-2.1
10/30/1995,G,1,2,C,16,13,SMXVQF95.CS1,0,1995,F,RF,G1216,DSL2006018,-106.8618606,32.59456389,100-086-5.1,210-086-2.1
10/30/1995,G,1,2,C,17,9,SMXVQF95.CS1,0,1995,F,RF,G1217,DSL2006018,-106.861812,32.59453909,100-086-5.1,210-086-2.1
10/30/1995,G,1,2,C,18,14,SMXVQF95.CS1,0,1995,F,RF,G1218,DSL2006018,-106.8617589,32.59451301,100-086-5.1,210-086-2.1
10/30/1995,G,1,2,C,19,3,SMXVQF95.CS1,0,1995,F,RF,G1219,DSL2006018,-106.8617905,32.59446672,100-086-5.1,210-086-2.1
10/30/1995,G,1,2,C,20,10,SMXVQF95.CS1,0,1995,F,RF,G1220,DSL2006018,-106.8618414,32.59449376,100-086-5.1,210-086-2.1
10/30/1995,G,1,2,C,22,11,SMXVQF95.CS1,0,1995,F,RF,G1222,DSL2006018,-106.8619496,32.59454985,100-086-5.1,210-086-2.1
10/30/1995,G,1,2,C,25,25,SMXVQF95.CS1,0,1995,F,RF,G1225,DSL2006018,-106.8620884,32.59455864,100-086-5.1,210-086-2.1
10/30/1995,G,1,2,C,26,4,SMXVQF95.CS1,0,1995,F,RF,G1226,DSL2006018,-106.8620331,32.59452689,100-086-5.1,210-086-2.1
10/30/1995,G,1,2,C,27,19,SMXVQF95.CS1,0,1995,F,RF,G1227,DSL2006018,-106.8619814,32.59450089,100-086-5.1,210-086-2.1
10/30/1995,G,1,2,C,28,15,SMXVQF95.CS1,0,1995,F,RF,G1228,DSL2006018,-106.8619267,32.59447565,100-086-5.1,210-086-2.1
10/30/1995,G,1,2,C,29,2,SMXVQF95.DL1,0,1995,F,RF,G1229,DSL2006018,-106.8618734,32.59445163,100-086-5.1,210-086-2.1
10/30/1995,G,1,2,C,30,11,SMXVQF95.DL1,0,1995,F,RF,G1230,DSL2006018,-106.8618209,32.59442148,100-086-5.1,210-086-2.1
10/30/1995,G,1,2,C,31,11,SMXVQF95.DL1,0,1995,F,RF,G1231,DSL2006018,-106.8618515,32.59437402,100-086-5.1,210-086-2.1
10/30/1995,G,1,2,C,32,13,SMXVQF95.DL1,0,1995,F,RF,G1232,DSL2006018,-106.8619008,32.59440454,100-086-5.1,210-086-2.1
10/30/1995,G,1,2,C,33,3,SMXVQF95.DL1,0,1995,F,RF,G1233,DSL2006018,-106.8619561,32.59442787,100-086-5.1,210-086-2.1
10/30/1995,G,1,2,C,34,2,SMXVQF95.DL1,0,1995,F,RF,G1234,DSL2006018,-106.862008,32.59445691,100-086-5.1,210-086-2.1
10/30/1995,G,1,2,C,35,8,SMXVQF95.DL1,0,1995,F,RF,G1235,DSL2006018,-106.862062,32.59447989,100-086-5.1,210-086-2.1
10/30/1995,G,1,2,C,36,3,SMXVQF95.DL1,0,1995,F,RF,G1236,DSL2006018,-106.862117,32.59451026,100-086-5.1,210-086-2.1
10/30/1995,G,1,3,R,1,8,SMXVQF95.JA1,0,1995,F,RF,G131,DSL2006018,-106.8622632,32.59429306,100-086-5.1,210-086-2.1
10/30/1995,G,1,3,R,2,5,SMXVQF95.JA1,0,1995,F,RF,G132,DSL2006018,-106.8622022,32.59426973,100-086-5.1,210-086-2.1
10/30/1995,G,1,3,R,3,10,SMXVQF95.JA1,0,1995,F,RF,G133,DSL2006018,-106.8621529,32.59424543,100-086-5.1,210-086-2.1
10/30/1995,G,1,3,R,4,17,SMXVQF95.JA1,0,1995,F,RF,G134,DSL2006018,-106.862098,32.59421733,100-086-5.1,210-086-2.1
10/30/1995,G,1,3,R,5,14,SMXVQF95.JA1,0,1995,F,RF,G135,DSL2006018,-106.8620444,32.59419272,100-086-5.1,210-086-2.1
10/30/1995,G,1,3,R,6,226,SMXVQF95.JA1,0,1995,F,RF,G136,DSL2006018,-106.8619894,32.59416168,100-086-5.1,210-086-2.1
10/30/1995,G,1,3,R,7,11,SMXVQF95.JA1,0,1995,F,RF,G137,DSL2006018,-106.86202,32.59411781,100-086-5.1,210-086-2.1
10/30/1995,G,1,3,R,8,18,SMXVQF95.JA1,0,1995,F,RF,G138,DSL2006018,-106.8620781,32.59414291,100-086-5.1,210-086-2.1
10/30/1995,G,1,3,R,9,13,SMXVQF95.JA1,0,1995,F,RF,G139,DSL2006018,-106.862129,32.59417209,100-086-5.1,210-086-2.1
10/30/1995,G,1,3,R,10,18,SMXVQF95.JA1,0,1995,F,RF,G1310,DSL2006018,-106.8621765,32.59419336,100-086-5.1,210-086-2.1
10/30/1995,G,1,3,R,11,4,SMXVQF95.JA1,0,1995,F,RF,G1311,DSL2006018,-106.8622337,32.59422131,100-086-5.1,210-086-2.1
10/30/1995,G,1,3,R,12,1,SMXVQF95.JA1,0,1995,F,RF,G1312,DSL2006018,-106.8622904,32.59424724,100-086-5.1,210-086-2.1
10/30/1995,G,1,3,R,13,10,SMXVQF95.JA1,0,1995,F,RF,G1313,DSL2006018,-106.8623184,32.59420271,100-086-5.1,210-086-2.1
10/30/1995,G,1,3,R,14,7,SMXVQF95.JA1,0,1995,F,RF,G1314,DSL2006018,-106.862266,32.59417683,100-086-5.1,210-086-2.1
10/30/1995,G,1,3,R,15,7,SMXVQF95.JA1,0,1995,F,RF,G1315,DSL2006018,-106.8622072,32.59414671,100-086-5.1,210-086-2.1
10/30/1995,G,1,3,R,16,7,SMXVQF95.JA1,0,1995,F,RF,G1316,DSL2006018,-106.8621538,32.59412414,100-086-5.1,210-086-2.1
10/30/1995,G,1,3,R,17,4,SMXVQF95.JA1,0,1995,F,RF,G1317,DSL2006018,-106.8621043,32.59409665,100-086-5.1,210-086-2.1
10/30/1995,G,1,3,R,18,8,SMXVQF95.JA1,0,1995,F,RF,G1318,DSL2006018,-106.8620458,32.59406982,100-086-5.1,210-086-2.1
10/30/1995,G,1,3,R,19,13,SMXVQF95.JA1,0,1995,F,RF,G1319,DSL2006018,-106.8620772,32.59402155,100-086-5.1,210-086-2.1
10/30/1995,G,1,3,R,20,31,SMXVQF95.JA1,0,1995,F,RF,G1320,DSL2006018,-106.862136,32.59404915,100-086-5.1,210-086-2.1
10/30/1995,G,1,3,R,21,4,SMXVQF95.JA1,0,1995,F,RF,G1321,DSL2006018,-106.8621863,32.59407782,100-086-5.1,210-086-2.1
10/30/1995,G,1,3,R,22,27,SMXVQF95.JA1,0,1995,F,RF,G1322,DSL2006018,-106.8622376,32.59410505,100-086-5.1,210-086-2.1
10/30/1995,G,1,3,R,23,4,SMXVQF95.JA1,0,1995,F,RF,G1323,DSL2006018,-106.8622922,32.59412948,100-086-5.1,210-086-2.1
10/30/1995,G,1,3,R,24,9,SMXVQF95.JA1,0,1995,F,RF,G1324,DSL2006018,-106.8623531,32.59415445,100-086-5.1,210-086-2.1
10/30/1995,G,1,3,R,25,7,SMXVQF95.JA1,0,1995,F,RF,G1325,DSL2006018,-106.8623792,32.59411406,100-086-5.1,210-086-2.1
10/30/1995,G,1,3,R,26,30,SMXVQF95.JA1,0,1995,F,RF,G1326,DSL2006018,-106.862324,32.59408343,100-086-5.1,210-086-2.1
10/30/1995,G,1,3,R,27,14,SMXVQF95.JA1,0,1995,F,RF,G1327,DSL2006018,-106.8622708,32.59406038,100-086-5.1,210-086-2.1
10/30/1995,G,1,3,R,28,22,SMXVQF95.JA1,0,1995,F,RF,G1328,DSL2006018,-106.8622208,32.59403517,100-086-5.1,210-086-2.1
10/30/1995,G,1,3,R,29,6,SMXVQF95.JA1,0,1995,F,RF,G1329,DSL2006018,-106.8621645,32.59400378,100-086-5.1,210-086-2.1
10/30/1995,G,1,3,R,30,33,SMXVQF95.JA1,0,1995,F,RF,G1330,DSL2006018,-106.8621062,32.59397679,100-086-5.1,210-086-2.1
10/30/1995,G,1,3,R,31,3,SMXVQF95.JA1,0,1995,F,RF,G1331,DSL2006018,-106.8621328,32.59393014,100-086-5.1,210-086-2.1
10/30/1995,G,1,3,R,32,4,SMXVQF95.CS1,0,1995,F,RF,G1332,DSL2006018,-106.8621949,32.59395868,100-086-5.1,210-086-2.1
10/30/1995,G,1,3,R,33,10,SMXVQF95.CS1,0,1995,F,RF,G1333,DSL2006018,-106.8622474,32.59398536,100-086-5.1,210-086-2.1
10/30/1995,G,1,3,R,36,16,SMXVQF95.CS1,0,1995,F,RF,G1336,DSL2006018,-106.8624001,32.59407014,100-086-5.1,210-086-2.1
10/30/1995,G,1,4,L,1,4,SMXVQF95.DL1,0,1995,F,RF,G141,DSL2006018,-106.8627806,32.59456541,100-086-5.1,210-086-2.1
10/30/1995,G,1,4,L,2,15,SMXVQF95.DL1,0,1995,F,RF,G142,DSL2006018,-106.8627305,32.59453408,100-086-5.1,210-086-2.1
10/30/1995,G,1,4,L,3,4,SMXVQF95.DL1,0,1995,F,RF,G143,DSL2006018,-106.8626718,32.59450971,100-086-5.1,210-086-2.1
10/30/1995,G,1,4,L,4,9,SMXVQF95.DL1,0,1995,F,RF,G144,DSL2006018,-106.8626219,32.59447861,100-086-5.1,210-086-2.1
10/30/1995,G,1,4,L,6,5,SMXVQF95.DL1,0,1995,F,RF,G146,DSL2006018,-106.8625142,32.59442369,100-086-5.1,210-086-2.1
10/30/1995,G,1,4,L,7,3,SMXVQF95.DL1,0,1995,F,RF,G147,DSL2006018,-106.8625457,32.59438135,100-086-5.1,210-086-2.1
10/30/1995,G,1,4,L,8,14,SMXVQF95.DL1,0,1995,F,RF,G148,DSL2006018,-106.8625958,32.59440697,100-086-5.1,210-086-2.1
10/30/1995,G,1,4,L,9,8,SMXVQF95.DL1,0,1995,F,RF,G149,DSL2006018,-106.8626532,32.59443261,100-086-5.1,210-086-2.1
10/30/1995,G,1,4,L,10,4,SMXVQF95.DL1,0,1995,F,RF,G1410,DSL2006018,-106.8627066,32.59446165,100-086-5.1,210-086-2.1
10/30/1995,G,1,4,L,11,4,SMXVQF95.DL1,0,1995,F,RF,G1411,DSL2006018,-106.8627572,32.59448461,100-086-5.1,210-086-2.1
10/30/1995,G,1,4,L,12,4,SMXVQF95.DL1,0,1995,F,RF,G1412,DSL2006018,-106.8628083,32.59451695,100-086-5.1,210-086-2.1
10/30/1995,G,1,4,L,13,3,SMXVQF95.DL1,0,1995,F,RF,G1413,DSL2006018,-106.8628413,32.59447116,100-086-5.1,210-086-2.1
10/30/1995,G,1,4,L,14,14,SMXVQF95.DL1,0,1995,F,RF,G1414,DSL2006018,-106.8627897,32.59444096,100-086-5.1,210-086-2.1
10/30/1995,G,1,4,L,15,32,SMXVQF95.DL1,0,1995,F,RF,G1415,DSL2006018,-106.8627423,32.59441708,100-086-5.1,210-086-2.1
10/30/1995,G,1,4,L,16,5,SMXVQF95.DL1,0,1995,F,RF,G1416,DSL2006018,-106.8626871,32.59438799,100-086-5.1,210-086-2.1
10/30/1995,G,1,4,L,17,4,SMXVQF95.DL1,0,1995,F,RF,G1417,DSL2006018,-106.8626365,32.59436226,100-086-5.1,210-086-2.1
10/30/1995,G,1,4,L,18,7,SMXVQF95.DL1,0,1995,F,RF,G1418,DSL2006018,-106.8625771,32.59433432,100-086-5.1,210-086-2.1
10/30/1995,G,1,4,L,19,24,SMXVQF95.DL1,0,1995,F,RF,G1419,DSL2006018,-106.8626062,32.59428992,100-086-5.1,210-086-2.1
10/30/1995,G,1,4,L,20,5,SMXVQF95.DL1,0,1995,F,RF,G1420,DSL2006018,-106.8626614,32.59431988,100-086-5.1,210-086-2.1
10/30/1995,G,1,4,L,21,4,SMXVQF95.DL1,0,1995,F,RF,G1421,DSL2006018,-106.862712,32.59434054,100-086-5.1,210-086-2.1
10/30/1995,G,1,4,L,22,6,SMXVQF95.DL1,0,1995,F,RF,G1422,DSL2006018,-106.8627709,32.59437143,100-086-5.1,210-086-2.1
10/30/1995,G,1,4,L,23,2,SMXVQF95.DL1,0,1995,F,RF,G1423,DSL2006018,-106.8628195,32.59439283,100-086-5.1,210-086-2.1
10/30/1995,G,1,4,L,24,4,SMXVQF95.DL1,0,1995,F,RF,G1424,DSL2006018,-106.8628728,32.59442577,100-086-5.1,210-086-2.1
10/30/1995,G,1,4,L,25,11,SMXVQF95.DL1,0,1995,F,RF,G1425,DSL2006018,-106.8629018,32.59437897,100-086-5.1,210-086-2.1
10/30/1995,G,1,4,L,26,4,SMXVQF95.DL1,0,1995,F,RF,G1426,DSL2006018,-106.8628532,32.59434959,100-086-5.1,210-086-2.1
10/30/1995,G,1,4,L,26,5,SMXVQF95.DL1,0,1995,F,RF,G1426,DSL2006018,-106.8628532,32.59434959,100-086-5.1,210-086-2.1
10/30/1995,G,1,4,L,28,5,SMXVQF95.DL1,0,1995,F,RF,G1428,DSL2006018,-106.8627456,32.59429496,100-086-5.1,210-086-2.1
10/30/1995,G,1,4,L,29,16,SMXVQF95.DL1,0,1995,F,RF,G1429,DSL2006018,-106.8626924,32.59427507,100-086-5.1,210-086-2.1
10/30/1995,G,1,4,L,30,1,SMXVQF95.DL1,0,1995,F,RF,G1430,DSL2006018,-106.8626379,32.59424649,100-086-5.1,210-086-2.1
10/30/1995,G,1,4,L,31,6,SMXVQF95.DL1,0,1995,F,RF,G1431,DSL2006018,-106.8626716,32.59419894,100-086-5.1,210-086-2.1
10/30/1995,G,1,4,L,32,7,SMXVQF95.DL1,0,1995,F,RF,G1432,DSL2006018,-106.862722,32.59422563,100-086-5.1,210-086-2.1
10/30/1995,G,1,4,L,33,11,SMXVQF95.DL1,0,1995,F,RF,G1433,DSL2006018,-106.862775,32.59425025,100-086-5.1,210-086-2.1
10/30/1995,G,1,4,L,34,5,SMXVQF95.DL1,0,1995,F,RF,G1434,DSL2006018,-106.8628367,32.59427752,100-086-5.1,210-086-2.1
10/30/1995,G,1,4,L,35,8,SMXVQF95.DL1,0,1995,F,RF,G1435,DSL2006018,-106.8628894,32.59430487,100-086-5.1,210-086-2.1
10/30/1995,G,1,4,L,36,14,SMXVQF95.DL1,0,1995,F,RF,G1436,DSL2006018,-106.8629359,32.59433326,100-086-5.1,210-086-2.1
10/31/1995,G,1,2,C,6,12,SMXVQF95.CS1,0,1995,F,RF,G126,DSL2006018,-106.861703,32.59460456,100-086-5.1,210-086-2.1
10/31/1995,G,1,2,C,7,27,SMXVQF95.CS1,0,1995,F,RF,G127,DSL2006018,-106.861729,32.59455981,100-086-5.1,210-086-2.1
10/31/1995,G,1,2,C,8,2,SMXVQF95.CS1,0,1995,F,RF,G128,DSL2006018,-106.8617821,32.59458587,100-086-5.1,210-086-2.1
10/31/1995,G,1,2,C,9,16,SMXVQF95.CS1,0,1995,F,RF,G129,DSL2006018,-106.8618289,32.59461037,100-086-5.1,210-086-2.1
10/31/1995,G,2,1,L,1,9,SMVQF95.NS1,0,1995,F,RF,G211,DSL2006018,-106.8598553,32.59666544,100-086-5.1,210-086-2.1
10/31/1995,G,2,1,L,2,2,SMVQF95.NS1,0,1995,F,RF,G212,DSL2006018,-106.859801,32.5966404,100-086-5.1,210-086-2.1
10/31/1995,G,2,1,L,3,5,SMVQF95.NS1,0,1995,F,RF,G213,DSL2006018,-106.8597513,32.59660826,100-086-5.1,210-086-2.1
10/31/1995,G,2,1,L,4,5,SMVQF95.NS1,0,1995,F,RF,G214,DSL2006018,-106.8596952,32.59658399,100-086-5.1,210-086-2.1
10/31/1995,G,2,1,L,5,3,SMXVQF95.NS1,0,1995,F,RF,G215,DSL2006018,-106.8596452,32.59655741,100-086-5.1,210-086-2.1
10/31/1995,G,2,1,L,6,14,SMXVQF95.NS1,0,1995,F,RF,G216,DSL2006018,-106.8595914,32.59652852,100-086-5.1,210-086-2.1
10/31/1995,G,2,1,L,7,3,SMXVQF95.NS1,0,1995,F,RF,G217,DSL2006018,-106.859621,32.5964846,100-086-5.1,210-086-2.1
10/31/1995,G,2,1,L,8,16,SMXVQF95.NS1,0,1995,F,RF,G218,DSL2006018,-106.8596715,32.59651156,100-086-5.1,210-086-2.1
10/31/1995,G,2,1,L,9,11,SMXVQF95.NS1,0,1995,F,RF,G219,DSL2006018,-106.8597261,32.59653725,100-086-5.1,210-086-2.1
10/31/1995,G,2,1,L,10,4,SMXVQF95.NS1,0,1995,F,RF,G2110,DSL2006018,-106.859777,32.59656634,100-086-5.1,210-086-2.1
10/31/1995,G,2,1,L,11,19,SMXVQF95.NS1,0,1995,F,RF,G2111,DSL2006018,-106.859833,32.59659164,100-086-5.1,210-086-2.1
10/31/1995,G,2,1,L,12,13,SMXVQF95.NS1,0,1995,F,RF,G2112,DSL2006018,-106.8598952,32.5966188,100-086-5.1,210-086-2.1
10/31/1995,G,2,1,L,13,16,SMXVQF95.NS1,0,1995,F,RF,G2113,DSL2006018,-106.8599177,32.59657374,100-086-5.1,210-086-2.1
10/31/1995,G,2,1,L,14,34,SMXVQF95.NS1,0,1995,F,RF,G2114,DSL2006018,-106.8598625,32.59654904,100-086-5.1,210-086-2.1
10/31/1995,G,2,1,L,15,5,SMXVQF95.NS2,0,1995,F,RF,G2115,DSL2006018,-106.8598095,32.59651888,100-086-5.1,210-086-2.1
10/31/1995,G,2,1,L,17,5,SMXVQF95.NS2,0,1995,F,RF,G2117,DSL2006018,-106.8597043,32.59646612,100-086-5.1,210-086-2.1
10/31/1995,G,2,1,L,25,2,SMXVQF95.NS2,0,1995,F,RF,G2125,DSL2006018,-106.8599795,32.59648862,100-086-5.1,210-086-2.1
10/31/1995,G,2,1,L,26,7,SMXVQF95.NS2,0,1995,F,RF,G2126,DSL2006018,-106.859923,32.5964666,100-086-5.1,210-086-2.1
10/31/1995,G,2,1,L,27,8,SMXVQF95.NS2,0,1995,F,RF,G2127,DSL2006018,-106.8598741,32.59642946,100-086-5.1,210-086-2.1
10/31/1995,G,2,1,L,28,8,SMXVQF95.NS2,0,1995,F,RF,G2128,DSL2006018,-106.8598198,32.59640034,100-086-5.1,210-086-2.1
10/31/1995,G,2,1,L,29,7,SMXVQF95.DL2,0,1995,F,RF,G2129,DSL2006018,-106.8597607,32.59637547,100-086-5.1,210-086-2.1
10/31/1995,G,2,1,L,30,5,SMXVQF95.DL2,0,1995,F,RF,G2130,DSL2006018,-106.8597097,32.59634829,100-086-5.1,210-086-2.1
10/31/1995,G,2,1,L,31,3,SMXVQF95.DL2,0,1995,F,RF,G2131,DSL2006018,-106.8597425,32.5963011,100-086-5.1,210-086-2.1
10/31/1995,G,2,1,L,32,5,SMXVQF95.DL2,0,1995,F,RF,G2132,DSL2006018,-106.8597949,32.59633105,100-086-5.1,210-086-2.1
10/31/1995,G,2,1,L,33,5,SMXVQF95.DL2,0,1995,F,RF,G2133,DSL2006018,-106.8598523,32.59635419,100-086-5.1,210-086-2.1
10/31/1995,G,2,1,L,34,11,SMXVQF95.DL2,0,1995,F,RF,G2134,DSL2006018,-106.8599012,32.59638372,100-086-5.1,210-086-2.1
10/31/1995,G,2,1,L,35,3,SMXVQF95.DL2,0,1995,F,RF,G2135,DSL2006018,-106.8599498,32.59641623,100-086-5.1,210-086-2.1
10/31/1995,G,2,1,L,36,3,SMXVQF95.DL2,0,1995,F,RF,G2136,DSL2006018,-106.8600054,32.59643989,100-086-5.1,210-086-2.1
10/31/1995,G,2,2,C,1,11,SMXVQF95.JA1,0,1995,F,RF,G221,DSL2006018,-106.8593409,32.59640246,100-086-5.1,210-086-2.1
10/31/1995,G,2,2,C,2,29,SMXVQF95.JA1,0,1995,F,RF,G222,DSL2006018,-106.8592881,32.59637564,100-086-5.1,210-086-2.1
10/31/1995,G,2,2,C,3,44,SMXVQF95.JA1,0,1995,F,RF,G223,DSL2006018,-106.8592355,32.5963461,100-086-5.1,210-086-2.1
10/31/1995,G,2,2,C,4,18,SMXVQF95.JA1,0,1995,F,RF,G224,DSL2006018,-106.8591835,32.59632207,100-086-5.1,210-086-2.1
10/31/1995,G,2,2,C,5,6,SMXVQF95.JA1,0,1995,F,RF,G225,DSL2006018,-106.8591355,32.59629718,100-086-5.1,210-086-2.1
10/31/1995,G,2,2,C,6,8,SMXVQF95.JA1,0,1995,F,RF,G226,DSL2006018,-106.8590745,32.59626984,100-086-5.1,210-086-2.1
10/31/1995,G,2,2,C,7,16,SMXVQF95.JA1,0,1995,F,RF,G227,DSL2006018,-106.859103,32.59622783,100-086-5.1,210-086-2.1
10/31/1995,G,2,2,C,8,7,SMXVQF95.JA1,0,1995,F,RF,G228,DSL2006018,-106.8591636,32.59625348,100-086-5.1,210-086-2.1
10/31/1995,G,2,2,C,9,2,SMXVQF95.JA1,0,1995,F,RF,G229,DSL2006018,-106.8592144,32.59628285,100-086-5.1,210-086-2.1
10/31/1995,G,2,2,C,10,8,SMXVQF95.JA1,0,1995,F,RF,G2210,DSL2006018,-106.8592674,32.5963083,100-086-5.1,210-086-2.1
