Timestamp;Entity Name;CO2 (ppm);NH3 (ppm);ambient_light (lux);ambient_noise (dB);humidity (%);temperature (°C)
2022-01-16 00:32:43;Phytobiotics-RTH1;2661;2;30;74;37;29.41
2022-01-16 00:37:53;Phytobiotics-RTH1;2718;2;30;46;37;29.64
2022-01-16 00:43:02;Phytobiotics-RTH1;2806;2;30;49;38;29.46
2022-01-16 00:48:11;Phytobiotics-RTH1;2870;2;30;78;37;29.36
2022-01-16 00:53:21;Phytobiotics-RTH1;2790;2;30;41;37;29.62
2022-01-16 00:58:30;Phytobiotics-RTH1;2964;2;30;42;38;29.49
2022-01-16 01:03:46;Phytobiotics-RTH1;3083;2;30;42;39;29.38
2022-01-16 01:08:55;Phytobiotics-RTH1;3065;2;30;42;39;29.46
2022-01-16 01:14:05;Phytobiotics-RTH1;3150;2;30;42;40;29.54
2022-01-16 01:19:14;Phytobiotics-RTH1;3321;2;30;42;39;29.41
2022-01-16 01:24:28;Phytobiotics-RTH1;3233;2;30;75;39;29.28
2022-01-16 01:29:38;Phytobiotics-RTH1;3077;2;30;72;39;29.51
2022-01-16 01:34:47;Phytobiotics-RTH1;3067;2;30;65;39;29.44
2022-01-16 01:39:57;Phytobiotics-RTH1;3145;2;30;50;39;29.41
2022-01-16 01:45:06;Phytobiotics-RTH1;3049;2;30;62;38;29.54
2022-01-16 01:50:15;Phytobiotics-RTH1;3046;2;30;52;39;29.41
2022-01-16 01:55:25;Phytobiotics-RTH1;3041;2;30;57;38;29.41
2022-01-16 02:00:34;Phytobiotics-RTH1;3080;2;30;50;39;29.46
2022-01-16 02:05:44;Phytobiotics-RTH1;3044;2;30;74;38;29.28
2022-01-16 02:10:53;Phytobiotics-RTH1;3075;2;30;53;38;29.49
2022-01-16 02:16:02;Phytobiotics-RTH1;3010;2;30;44;38;29.38
2022-01-16 02:21:11;Phytobiotics-RTH1;3008;2;30;67;38;29.31
2022-01-16 02:26:21;Phytobiotics-RTH1;2997;2;30;49;38;29.38
2022-01-16 02:31:30;Phytobiotics-RTH1;3080;2;30;43;37;29.31
2022-01-16 02:36:40;Phytobiotics-RTH1;2901;2;30;43;37;29.33
2022-01-16 02:41:52;Phytobiotics-RTH1;2943;2;30;43;37;29.33
2022-01-16 02:47:01;Phytobiotics-RTH1;2904;2;30;76;37;29.31
2022-01-16 02:52:11;Phytobiotics-RTH1;2813;2;30;71;38;29.36
2022-01-16 02:57:21;Phytobiotics-RTH1;2881;2;30;59;37;29.21
2022-01-16 03:02:30;Phytobiotics-RTH1;2876;2;30;46;36;29.31
2022-01-16 03:07:39;Phytobiotics-RTH1;2857;2;30;57;36;29.28
2022-01-16 03:12:49;Phytobiotics-RTH1;2824;2;30;71;37;29.08
2022-01-16 03:17:58;Phytobiotics-RTH1;2878;2;30;58;37;29.36
2022-01-16 03:23:08;Phytobiotics-RTH1;2806;2;30;50;36;29.26
2022-01-16 03:28:17;Phytobiotics-RTH1;2904;2;30;58;37;29.26
2022-01-16 03:38:49;Phytobiotics-RTH1;2943;2;30;82;36;29.13
2022-01-16 03:43:58;Phytobiotics-RTH1;2806;2;30;44;36;29.36
2022-01-16 03:49:07;Phytobiotics-RTH1;2881;2;30;44;35;29.26
2022-01-16 03:54:17;Phytobiotics-RTH1;2842;2;30;50;37;29.28
2022-01-16 03:59:26;Phytobiotics-RTH1;2839;2;30;61;36;29.31
2022-01-16 04:10:14;Phytobiotics-RTH1;2907;2;30;47;35;29.44
2022-01-16 04:15:23;Phytobiotics-RTH1;2943;2;30;51;37;29.28
2022-01-16 04:20:32;Phytobiotics-RTH1;2891;2;30;58;36;29.13
2022-01-16 04:25:42;Phytobiotics-RTH1;2857;2;30;69;36;29.1
2022-01-16 04:30:51;Phytobiotics-RTH1;2782;2;30;58;36;29.05
2022-01-16 04:36:00;Phytobiotics-RTH1;2757;2;30;50;34;29
2022-01-16 04:41:09;Phytobiotics-RTH1;2746;2;30;70;35;28.72
2022-01-16 04:46:19;Phytobiotics-RTH1;2671;2;30;46;36;28.77
2022-01-16 04:51:28;Phytobiotics-RTH1;2599;2;30;68;35;28.46
2022-01-16 04:56:38;Phytobiotics-RTH1;2534;2;30;55;35;28.38
2022-01-16 05:01:47;Phytobiotics-RTH1;2456;2;30;65;34;28.18
2022-01-16 05:06:57;Phytobiotics-RTH1;2436;2;30;61;34;28.26
2022-01-16 05:12:06;Phytobiotics-RTH1;2368;2;30;71;34;28.03
2022-01-16 05:17:16;Phytobiotics-RTH1;2373;2;30;54;35;28.18
2022-01-16 05:22:25;Phytobiotics-RTH1;2348;2;30;57;34;28.23
2022-01-16 05:27:38;Phytobiotics-RTH1;2350;2;30;88;35;28.03
2022-01-16 05:35:09;Phytobiotics-RTH1;2368;2;30;47;34;28.23
2022-01-16 05:40:18;Phytobiotics-RTH1;2399;2;30;56;32;28.31
2022-01-16 05:45:28;Phytobiotics-RTH1;2417;2;30;56;35;28.44
2022-01-16 05:50:37;Phytobiotics-RTH1;2472;2;30;50;35;28.51
2022-01-16 05:55:46;Phytobiotics-RTH1;2534;2;30;47;34;28.56
2022-01-16 06:00:56;Phytobiotics-RTH1;2593;2;30;64;33;28.64
2022-01-16 06:06:05;Phytobiotics-RTH1;2562;2;30;56;36;28.82
2022-01-16 06:11:14;Phytobiotics-RTH1;2668;2;30;68;35;28.67
2022-01-16 06:16:24;Phytobiotics-RTH1;2700;2;30;47;36;28.72
2022-01-16 06:21:33;Phytobiotics-RTH1;2640;2;30;44;35;28.64
2022-01-16 06:26:43;Phytobiotics-RTH1;2645;2;30;44;35;28.82
2022-01-16 06:31:52;Phytobiotics-RTH1;2619;2;30;44;34;28.59
2022-01-16 06:37:02;Phytobiotics-RTH1;2544;3;30;44;34;28.77
2022-01-16 06:42:11;Phytobiotics-RTH1;2609;2;30;44;33;28.67
2022-01-16 06:47:21;Phytobiotics-RTH1;2643;2;30;44;34;28.82
2022-01-16 06:52:30;Phytobiotics-RTH1;2725;2;30;46;33;28.79
2022-01-16 06:57:40;Phytobiotics-RTH1;2653;2;30;45;33;28.9
2022-01-16 07:02:49;Phytobiotics-RTH1;2674;2;30;74;33;28.79
2022-01-16 07:07:59;Phytobiotics-RTH1;2650;2;30;65;33;29
2022-01-16 07:13:08;Phytobiotics-RTH1;2707;2;30;73;34;28.74
2022-01-16 07:18:18;Phytobiotics-RTH1;2599;2;30;59;34;28.95
2022-01-16 07:23:27;Phytobiotics-RTH1;2604;2;30;60;34;28.79
2022-01-16 07:28:37;Phytobiotics-RTH1;2599;2;30;58;32;28.97
2022-01-16 07:33:46;Phytobiotics-RTH1;2565;2;30;61;34;28.72
2022-01-16 07:38:56;Phytobiotics-RTH1;2661;2;30;47;33;28.95
2022-01-16 07:44:05;Phytobiotics-RTH1;2676;2;30;47;33;28.95
2022-01-16 07:54:47;Phytobiotics-RTH1;2687;2;30;51;34;28.79
2022-01-16 07:59:56;Phytobiotics-RTH1;2612;2;30;61;33;28.64
2022-01-16 08:05:06;Phytobiotics-RTH1;2624;2;30;53;35;28.74
2022-01-16 08:10:15;Phytobiotics-RTH1;2640;2;30;62;34;28.62
2022-01-16 08:15:25;Phytobiotics-RTH1;2619;2;30;52;33;28.74
2022-01-16 08:20:34;Phytobiotics-RTH1;2645;2;30;72;34;28.69
2022-01-16 08:25:43;Phytobiotics-RTH1;2689;2;30;56;33;28.9
2022-01-16 08:30:52;Phytobiotics-RTH1;2653;2;30;55;32;28.74
2022-01-16 08:36:01;Phytobiotics-RTH1;2674;2;30;77;34;28.87
2022-01-16 08:41:11;Phytobiotics-RTH1;2707;2;30;60;35;29
2022-01-16 08:46:21;Phytobiotics-RTH1;2782;2;30;87;34;28.79
2022-01-16 08:51:39;Phytobiotics-RTH1;2702;2;30;69;34;29.18
2022-01-16 09:13:32;Phytobiotics-RTH1;3008;2;30;62;36;29.62
2022-01-16 09:18:43;Phytobiotics-RTH1;2940;2;30;62;35;29.49
2022-01-16 09:35:48;Phytobiotics-RTH1;3049;2;30;56;36;29.69
2022-01-16 09:40:57;Phytobiotics-RTH1;2987;2;30;68;34;29.51
2022-01-16 09:46:07;Phytobiotics-RTH1;2945;2;30;75;36;29.87
2022-01-16 09:51:20;Phytobiotics-RTH1;2984;2;30;73;36;29.95
2022-01-16 09:56:29;Phytobiotics-RTH1;2782;2;30;75;35;29.64
2022-01-16 10:01:39;Phytobiotics-RTH1;2850;2;30;68;37;29.41
2022-01-16 10:06:49;Phytobiotics-RTH1;2961;2;30;68;36;29.33
2022-01-16 10:11:58;Phytobiotics-RTH1;2935;2;30;52;37;29.31
2022-01-16 10:17:07;Phytobiotics-RTH1;2904;2;30;62;37;29.44
2022-01-16 10:22:17;Phytobiotics-RTH1;2907;2;30;58;38;29.33
2022-01-16 10:27:26;Phytobiotics-RTH1;2883;2;30;53;37;29.33
2022-01-16 10:32:36;Phytobiotics-RTH1;2894;2;30;50;37;29.36
2022-01-16 10:37:45;Phytobiotics-RTH1;2909;2;30;53;37;29.51
2022-01-16 10:48:14;Phytobiotics-RTH1;2969;2;30;61;36;29.54
2022-01-16 10:53:24;Phytobiotics-RTH1;2860;2;30;61;36;29.49
2022-01-16 10:58:33;Phytobiotics-RTH1;2891;2;30;71;36;29.51
2022-01-16 11:03:42;Phytobiotics-RTH1;2899;2;30;71;37;29.67
2022-01-16 11:08:58;Phytobiotics-RTH1;2930;2;30;60;37;29.72
2022-01-16 11:27:01;Phytobiotics-RTH1;2907;2;30;61;37;29.44
2022-01-16 11:32:10;Phytobiotics-RTH1;2886;2;30;52;38;29.59
2022-01-16 11:37:20;Phytobiotics-RTH1;2969;2;30;60;37;29.64
2022-01-16 11:42:29;Phytobiotics-RTH1;2995;2;30;67;35;29.67
2022-01-16 11:47:39;Phytobiotics-RTH1;2663;2;30;65;38;29.46
2022-01-16 11:52:51;Phytobiotics-RTH1;2876;2;30;71;37;29.46
2022-01-16 11:58:00;Phytobiotics-RTH1;2930;2;30;71;37;29.49
2022-01-16 12:03:10;Phytobiotics-RTH1;2912;2;30;65;37;29.51
2022-01-16 12:08:19;Phytobiotics-RTH1;2933;2;30;59;36;29.56
2022-01-16 12:13:30;Phytobiotics-RTH1;2749;2;30;69;38;29.49
2022-01-16 12:18:39;Phytobiotics-RTH1;2811;2;30;56;38;29.46
2022-01-16 12:23:49;Phytobiotics-RTH1;3026;2;30;65;37;29.56
2022-01-16 12:28:58;Phytobiotics-RTH1;2850;2;30;71;37;29.41
2022-01-16 12:34:07;Phytobiotics-RTH1;2870;2;30;71;38;29.49
2022-01-16 12:39:29;Phytobiotics-RTH1;3036;2;30;71;38;29.59
2022-01-16 12:44:38;Phytobiotics-RTH1;3044;2;30;68;37;29.67
2022-01-16 12:49:47;Phytobiotics-RTH1;3000;2;30;66;37;29.69
2022-01-16 12:54:57;Phytobiotics-RTH1;3075;2;30;60;39;29.74
2022-01-16 13:06:40;Phytobiotics-RTH1;3088;2;30;59;38;29.72
2022-01-16 13:17:15;Phytobiotics-RTH1;3103;2;30;71;40;29.92
2022-01-16 13:22:26;Phytobiotics-RTH1;2842;2;30;71;38;29.77
2022-01-16 13:27:36;Phytobiotics-RTH1;3059;2;30;68;38;29.72
2022-01-16 13:32:45;Phytobiotics-RTH1;3083;2;30;69;37;29.77
2022-01-16 13:37:55;Phytobiotics-RTH1;3062;2;30;66;38;29.85
2022-01-16 13:43:07;Phytobiotics-RTH1;3018;2;30;56;38;29.72
2022-01-16 13:48:16;Phytobiotics-RTH1;2829;2;30;62;39;29.41
2022-01-16 13:53:26;Phytobiotics-RTH1;3070;2;30;71;38;29.64
2022-01-16 13:58:35;Phytobiotics-RTH1;3111;2;30;71;38;29.67
2022-01-16 14:03:44;Phytobiotics-RTH1;3054;2;30;68;38;29.69
2022-01-16 14:08:54;Phytobiotics-RTH1;3013;2;30;64;37;29.77
2022-01-16 14:14:04;Phytobiotics-RTH1;2987;2;30;64;37;29.82
2022-01-16 14:24:39;Phytobiotics-RTH1;2933;2;30;61;38;29.95
2022-01-16 14:29:49;Phytobiotics-RTH1;2951;2;30;64;36;29.77
2022-01-16 14:34:58;Phytobiotics-RTH1;2720;2;30;71;38;29.69
2022-01-16 14:40:07;Phytobiotics-RTH1;2992;2;30;71;39;29.77
2022-01-16 14:45:17;Phytobiotics-RTH1;2997;2;30;71;37;29.74
2022-01-16 14:50:27;Phytobiotics-RTH1;2917;2;30;71;40;29.82
2022-01-16 14:55:36;Phytobiotics-RTH1;2979;2;30;69;37;29.79
2022-01-16 15:00:46;Phytobiotics-RTH1;2917;2;30;71;37;29.74
2022-01-16 15:05:55;Phytobiotics-RTH1;2855;2;30;68;36;29.64
2022-01-16 15:11:05;Phytobiotics-RTH1;2790;2;30;57;37;29.41
2022-01-16 15:16:15;Phytobiotics-RTH1;2707;2;30;71;36;29.49
2022-01-16 15:21:24;Phytobiotics-RTH1;2656;2;30;72;36;29.31
2022-01-16 15:26:34;Phytobiotics-RTH1;2681;2;30;71;35;29.21
2022-01-16 15:31:43;Phytobiotics-RTH1;2565;2;30;71;35;29.15
2022-01-16 15:36:52;Phytobiotics-RTH1;2562;2;30;68;35;29.08
2022-01-16 15:42:02;Phytobiotics-RTH1;2568;2;30;71;36;29.1
2022-01-16 15:47:13;Phytobiotics-RTH1;2549;2;30;71;35;29
2022-01-16 15:52:23;Phytobiotics-RTH1;2521;2;30;71;35;29
2022-01-16 16:02:58;Phytobiotics-RTH1;2448;2;30;71;35;28.79
2022-01-16 16:08:08;Phytobiotics-RTH1;2412;2;30;72;35;28.82
2022-01-16 16:13:18;Phytobiotics-RTH1;2490;2;30;71;36;28.62
2022-01-16 16:18:27;Phytobiotics-RTH1;2490;2;30;71;37;28.59
2022-01-16 16:23:37;Phytobiotics-RTH1;2454;2;30;71;37;28.62
2022-01-16 16:28:46;Phytobiotics-RTH1;2521;2;30;68;37;28.72
2022-01-16 16:33:56;Phytobiotics-RTH1;2490;2;30;68;35;28.56
2022-01-16 16:39:23;Phytobiotics-RTH1;2516;2;30;71;35;28.49
2022-01-16 16:56:16;Phytobiotics-RTH1;2482;2;30;62;36;28.33
2022-01-16 17:06:51;Phytobiotics-RTH1;2604;2;30;72;36;28.26
2022-01-16 17:31:52;Phytobiotics-RTH1;2769;2;30;71;38;28.15
2022-01-16 17:37:01;Phytobiotics-RTH1;2666;2;30;69;38;28.18
2022-01-16 17:47:36;Phytobiotics-RTH1;2663;2;30;71;38;28.15
2022-01-16 17:52:45;Phytobiotics-RTH1;2705;2;30;71;39;28
2022-01-16 17:57:55;Phytobiotics-RTH1;2741;2;30;68;38;27.97
2022-01-16 18:03:04;Phytobiotics-RTH1;2772;2;30;71;39;28
2022-01-16 18:08:14;Phytobiotics-RTH1;2785;2;30;71;39;27.92
2022-01-16 18:13:23;Phytobiotics-RTH1;2899;2;30;71;39;27.69
2022-01-16 18:18:33;Phytobiotics-RTH1;2847;2;30;71;40;27.97
2022-01-16 18:23:43;Phytobiotics-RTH1;2927;2;30;68;40;28.08
2022-01-16 18:28:55;Phytobiotics-RTH1;3002;2;30;56;40;28.13
2022-01-16 18:34:07;Phytobiotics-RTH1;2989;2;30;64;41;28.26
2022-01-16 18:39:16;Phytobiotics-RTH1;3052;2;30;64;41;28.28
2022-01-16 18:44:25;Phytobiotics-RTH1;3062;2;30;64;40;28.21
2022-01-16 18:49:35;Phytobiotics-RTH1;3023;2;30;67;40;28.44
2022-01-16 18:54:44;Phytobiotics-RTH1;3140;2;30;65;40;28.95
2022-01-16 18:59:54;Phytobiotics-RTH1;3090;2;30;71;38;29.44
2022-01-16 19:05:03;Phytobiotics-RTH1;3248;2;30;66;41;29.87
2022-01-16 19:10:13;Phytobiotics-RTH1;3486;2;30;55;39;30.1
2022-01-16 19:15:22;Phytobiotics-RTH1;3494;2;30;50;40;30.28
2022-01-16 19:20:31;Phytobiotics-RTH1;3512;2;30;56;38;30.05
2022-01-16 19:25:41;Phytobiotics-RTH1;3308;2;30;46;38;30.15
2022-01-16 19:30:50;Phytobiotics-RTH1;3461;2;30;46;38;30.26
2022-01-16 19:35:59;Phytobiotics-RTH1;3401;2;30;48;38;30.31
2022-01-16 19:41:09;Phytobiotics-RTH1;3388;2;30;50;37;30.03
